"","response_uuid","Trial_tot","Age","Usable frames (%)","novel_good_avg","Stimulus.type"
"204","8a362df5-0bae-43b3-a757-fd160cf111aa","5","6",0.888429752066116,0.604651162790698,"Social"
"205","8a362df5-0bae-43b3-a757-fd160cf111aa","6","6",0.84297520661157,0.382352941176471,"Nonsocial"
"206","924bd4e6-f346-4f1a-9c6b-c6db75dd7afb","1","6",0.884297520661157,0.422523364485981,"Social"
"207","924bd4e6-f346-4f1a-9c6b-c6db75dd7afb","2","6",0.504132231404959,0.55148214686728,"Nonsocial"
"208","924bd4e6-f346-4f1a-9c6b-c6db75dd7afb","3","6",0.801652892561983,0.468298969072165,"Social"
"209","924bd4e6-f346-4f1a-9c6b-c6db75dd7afb","4","6",0.378600823045267,0.400063938618926,"Nonsocial"
"210","924bd4e6-f346-4f1a-9c6b-c6db75dd7afb","5","6",0.512396694214876,0.712907448066205,"Social"
"211","96525cba-df8a-4248-90f6-220441592b0e","1","12",0.716049382716049,0.581642036124795,"Social"
"212","96525cba-df8a-4248-90f6-220441592b0e","2","12",0.727272727272727,0.490181935939708,"Nonsocial"
"213","96525cba-df8a-4248-90f6-220441592b0e","3","12",0.702479338842975,0.579411764705882,"Social"
"214","96525cba-df8a-4248-90f6-220441592b0e","4","12",0.665289256198347,0.561723602484472,"Nonsocial"
"215","96525cba-df8a-4248-90f6-220441592b0e","5","12",0.611570247933884,0.601494099733536,"Social"
"216","9fd3fdc0-0d1d-4684-8567-479616056287","1","6",0.720164609053498,0.542857142857143,"Nonsocial"
"217","9fd3fdc0-0d1d-4684-8567-479616056287","3","6",0.555555555555556,0.540740740740741,"Social"
"218","9fd3fdc0-0d1d-4684-8567-479616056287","4","6",0.403292181069959,0.397959183673469,"Nonsocial"
"219","9fd3fdc0-0d1d-4684-8567-479616056287","5","6",0.599173553719008,0.931034482758621,"Nonsocial"
"220","9fd3fdc0-0d1d-4684-8567-479616056287","6","6",0.753086419753086,0.311475409836066,"Social"
"221","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","1","12",0.826446280991736,0.637211538461538,"Social"
"222","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","2","12",0.603305785123967,0.615938620730202,"Nonsocial"
"223","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","3","12",0.727272727272727,0.590836711059641,"Social"
"224","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","4","12",0.740740740740741,0.50547263681592,"Nonsocial"
"225","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","5","12",0.590909090909091,0.839160839160839,"Social"
"226","9fd4e3f9-ea8a-48df-a526-04bdbc59ac79","6","12",0.563786008230453,0.476726097882015,"Nonsocial"
"227","a0fe20d1-1d1b-420a-9cf1-5d3077547554","1","6",0.62962962962963,0.546389759059442,"Social"
"228","a0fe20d1-1d1b-420a-9cf1-5d3077547554","2","6",0.5,0.656106519742883,"Nonsocial"
"229","a0fe20d1-1d1b-420a-9cf1-5d3077547554","3","6",0.584362139917695,0.546182357301705,"Nonsocial"
"230","a0fe20d1-1d1b-420a-9cf1-5d3077547554","4","6",0.702479338842975,0.90673624288425,"Social"
"231","a0fe20d1-1d1b-420a-9cf1-5d3077547554","6","6",0.34156378600823,0.346551560573001,"Social"
"232","a41efa95-31e9-4d20-ac63-5662316bd7e5","1","6",0.633744855967078,0.605018438351772,"Nonsocial"
"233","a41efa95-31e9-4d20-ac63-5662316bd7e5","2","6",0.946280991735537,0.684451850149391,"Social"
"234","a41efa95-31e9-4d20-ac63-5662316bd7e5","3","6",0.508264462809917,0.601762165947018,"Nonsocial"
"235","a41efa95-31e9-4d20-ac63-5662316bd7e5","4","6",0.673553719008264,0.40457485495378,"Social"
"236","a41efa95-31e9-4d20-ac63-5662316bd7e5","5","6",0.677685950413223,0.660335865653738,"Nonsocial"
"237","a4731982-01e9-4848-a2f0-a62d433a2ff1","1","6",0.760330578512397,0.448254281949934,"Nonsocial"
"238","a4731982-01e9-4848-a2f0-a62d433a2ff1","2","6",0.892561983471074,0.598436551305404,"Social"
"239","a4731982-01e9-4848-a2f0-a62d433a2ff1","3","6",0.603305785123967,0.486301369863014,"Social"
"240","a4731982-01e9-4848-a2f0-a62d433a2ff1","4","6",0.839506172839506,0.519010043041607,"Nonsocial"
