"","response_uuid","Age","Trial","Usable frames (%)","synch_good","Stimulus type"
"21","219199ee-c779-4194-bc1b-be61dfc4c95a","12","1",0.507211538461538,0.170616113744076,"Nonsocial"
"22","219199ee-c779-4194-bc1b-be61dfc4c95a","12","3",0.718377088305489,0.710963455149502,"Nonsocial"
"23","219199ee-c779-4194-bc1b-be61dfc4c95a","12","4",0.909233176838811,0.258175559380379,"Social"
"24","219199ee-c779-4194-bc1b-be61dfc4c95a","12","6",0.889929742388759,0.678947368421053,"Social"
"25","219199ee-c779-4194-bc1b-be61dfc4c95a","12","7",0.519138755980861,0.944700460829493,"Nonsocial"
"26","219199ee-c779-4194-bc1b-be61dfc4c95a","12","8",0.897674418604651,0.854922279792746,"Social"
"27","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","3",0.577565632458234,0.818181818181818,"Nonsocial"
"28","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","4",0.350547730829421,0.736607142857143,"Social"
"29","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","5",0.388625592417062,0.426829268292683,"Nonsocial"
"30","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","6",0.688524590163934,0.210884353741497,"Social"
"31","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","7",0.58133971291866,0.547325102880658,"Nonsocial"
"32","23f96111-a5ec-40c5-9d5e-c493fd5fb636","6","8",0.76046511627907,0.296636085626911,"Social"
"33","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","1",0.927884615384615,0.870466321243523,"Nonsocial"
"34","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","2",0.718604651162791,0.27831715210356,"Social"
"35","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","3",0.763723150357995,0.35625,"Nonsocial"
"36","37dfe9fb-dbf0-4b7b-a6c6-4e1c750fa6a5","12","4",0.460093896713615,0.73469387755102,"Social"
"37","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","1",0.644230769230769,0.652985074626866,"Nonsocial"
"38","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","2",0.888372093023256,0.664921465968586,"Social"
"39","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","3",0.806682577565632,0.71301775147929,"Nonsocial"
"40","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","4",0.912363067292645,0.44082332761578,"Social"
"41","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","5",0.710900473933649,0.4,"Nonsocial"
"42","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","6",0.784543325526932,0.632835820895522,"Social"
"43","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","7",0.782296650717703,0.345565749235474,"Nonsocial"
"44","38a73cfc-a0db-40e7-a592-63ae9c363c2c","12","8",0.86046511627907,0.540540540540541,"Social"
"45","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","1",0.807692307692308,0.779761904761905,"Nonsocial"
"46","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","2",0.855813953488372,0.195652173913043,"Social"
"47","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","3",0.809069212410501,0.610619469026549,"Nonsocial"
"48","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","4",0.913928012519562,0.421232876712329,"Social"
"49","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","5",0.815165876777251,0.593023255813954,"Nonsocial"
"50","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","6",0.662763466042155,0.176678445229682,"Social"
"51","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","7",0.688995215311005,0.09375,"Nonsocial"
"52","3b93806b-9f87-48bc-bd34-38b8e036ec90","12","8",0.66046511627907,0.517605633802817,"Social"
"53","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","1",0.805288461538462,0.426865671641791,"Nonsocial"
"54","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","2",0.732558139534884,0.374603174603175,"Social"
"55","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","3",0.930787589498807,0.607692307692308,"Nonsocial"
"56","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","4",0.928012519561815,0.42327150084317,"Social"
"57","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","5",0.815165876777251,0.476744186046512,"Nonsocial"
"58","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","6",0.913348946135831,0.576923076923077,"Social"
"59","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","7",0.889952153110048,0.381720430107527,"Nonsocial"
"60","41fff0a2-aa5e-46ff-adc8-a2c557fcdb86","12","8",0.697674418604651,0.443333333333333,"Social"
"61","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","1",0.382211538461538,0.616352201257862,"Nonsocial"
"62","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","2",0.618604651162791,0.842105263157895,"Social"
"63","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","3",0.687350835322196,0.788194444444444,"Nonsocial"
"64","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","4",0.837245696400626,0.00747663551401869,"Social"
"65","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","5",0.928909952606635,0.107142857142857,"Nonsocial"
"66","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","6",0.941451990632319,0.487562189054726,"Social"
"67","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","7",0.861244019138756,0.225,"Nonsocial"
"68","4b9a5d8d-abb4-4e6d-a86e-094178e937c8","12","8",0.946511627906977,0.692874692874693,"Social"
"69","510ce501-f2b4-4c71-baef-5722ca1d840b","12","1",0.680288461538462,0.618374558303887,"Nonsocial"
"70","510ce501-f2b4-4c71-baef-5722ca1d840b","12","3",0.412887828162291,0.300578034682081,"Nonsocial"
"71","510ce501-f2b4-4c71-baef-5722ca1d840b","12","4",0.536776212832551,0.39067055393586,"Social"
"72","510ce501-f2b4-4c71-baef-5722ca1d840b","12","5",0.853080568720379,0.155555555555556,"Nonsocial"
"73","510ce501-f2b4-4c71-baef-5722ca1d840b","12","6",0.798594847775176,0.604105571847507,"Social"
"74","510ce501-f2b4-4c71-baef-5722ca1d840b","12","7",0.868421052631579,0.564738292011019,"Nonsocial"
"75","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","1",0.713942307692308,0.494949494949495,"Nonsocial"
"76","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","2",0.772093023255814,0.340361445783133,"Social"
"77","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","3",0.842482100238663,0.671388101983003,"Nonsocial"
"78","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","4",0.535211267605634,0.646198830409357,"Social"
"79","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","5",0.976303317535545,0.257281553398058,"Nonsocial"
"80","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","6",0.543325526932084,0.900862068965517,"Social"
"81","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","7",0.538277511961722,0.608888888888889,"Nonsocial"
"82","58c1ce3d-1ca9-411d-82fd-782383c58e4f","12","8",0.702325581395349,0.357615894039735,"Social"
"83","5f983d44-1037-4c49-8668-8f7aef902000","6","1",0.605769230769231,0.583333333333333,"Nonsocial"
"84","5f983d44-1037-4c49-8668-8f7aef902000","6","2",0.483720930232558,0.673076923076923,"Social"
"85","69296e59-1aec-4e58-8c60-3e7d2f717892","12","1",0.807692307692308,0.672619047619048,"Nonsocial"
"86","69296e59-1aec-4e58-8c60-3e7d2f717892","12","2",0.93953488372093,0.344059405940594,"Social"
"87","69296e59-1aec-4e58-8c60-3e7d2f717892","12","3",0.909307875894988,0.587926509186352,"Nonsocial"
"88","69296e59-1aec-4e58-8c60-3e7d2f717892","12","4",0.685446009389671,0.474885844748858,"Social"
"89","69296e59-1aec-4e58-8c60-3e7d2f717892","12","5",0.890995260663507,0.186170212765957,"Nonsocial"
"90","69296e59-1aec-4e58-8c60-3e7d2f717892","12","6",0.864168618266979,0.504065040650406,"Social"
"91","69296e59-1aec-4e58-8c60-3e7d2f717892","12","7",0.736842105263158,0.438311688311688,"Nonsocial"
"92","69296e59-1aec-4e58-8c60-3e7d2f717892","12","8",0.853488372093023,0.615803814713896,"Social"
"93","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","1",0.786057692307692,0.091743119266055,"Nonsocial"
"94","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","2",0.562790697674419,0.446280991735537,"Social"
"95","70cf8da0-b9d6-4a56-8c01-9284d0ac0db7","6","5",0.345971563981043,0.931506849315068,"Nonsocial"
"96","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","1",0.362980769230769,0.701986754966887,"Nonsocial"
"97","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","2",0.718604651162791,0.333333333333333,"Social"
"98","73973e72-aa4b-4db6-a0e4-626a472e9c87","6","3",0.541766109785203,0.444933920704846,"Nonsocial"
"99","7429cbef-2376-4c33-a67e-73f1c7247558","6","1",0.920673076923077,0.193211488250653,"Nonsocial"
"100","7429cbef-2376-4c33-a67e-73f1c7247558","6","2",0.988372093023256,0.767058823529412,"Social"
"101","7429cbef-2376-4c33-a67e-73f1c7247558","6","3",0.883054892601432,0.72972972972973,"Nonsocial"
"102","7429cbef-2376-4c33-a67e-73f1c7247558","6","4",0.923317683881064,0.293220338983051,"Social"
"103","7429cbef-2376-4c33-a67e-73f1c7247558","6","5",0.976303317535545,0.179611650485437,"Nonsocial"
"104","7429cbef-2376-4c33-a67e-73f1c7247558","6","6",0.866510538641686,0.802702702702703,"Social"
"105","7429cbef-2376-4c33-a67e-73f1c7247558","6","7",0.885167464114832,0.67027027027027,"Nonsocial"
"106","7429cbef-2376-4c33-a67e-73f1c7247558","6","8",0.73953488372093,0.389937106918239,"Social"
"107","7e57671a-48b8-4449-a025-f03abd43e3ea","6","1",0.925480769230769,0.322077922077922,"Nonsocial"
"108","7e57671a-48b8-4449-a025-f03abd43e3ea","6","2",0.967441860465116,0.771634615384615,"Social"
"109","7e57671a-48b8-4449-a025-f03abd43e3ea","6","3",0.921241050119332,0.686528497409326,"Nonsocial"
"110","7e57671a-48b8-4449-a025-f03abd43e3ea","6","4",0.849765258215962,0.440147329650092,"Social"
"111","7e57671a-48b8-4449-a025-f03abd43e3ea","6","5",0.691943127962085,0.219178082191781,"Nonsocial"
"112","7e57671a-48b8-4449-a025-f03abd43e3ea","6","6",0.775175644028103,0.791540785498489,"Social"
"113","7e57671a-48b8-4449-a025-f03abd43e3ea","6","7",0.636363636363636,0.308270676691729,"Nonsocial"
"114","7e57671a-48b8-4449-a025-f03abd43e3ea","6","8",0.690697674418605,0.343434343434343,"Social"
"115","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","2",0.818604651162791,0.423295454545455,"Social"
"116","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","3",0.391408114558473,0.292682926829268,"Nonsocial"
"117","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","4",0.915492957746479,0.605128205128205,"Social"
"118","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","5",0.710900473933649,0.74,"Nonsocial"
"119","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","6",0.770491803278688,0.306990881458967,"Social"
"120","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","7",0.404306220095694,0.455621301775148,"Nonsocial"
"121","7ef806e9-b907-4e1f-8e53-8ffba787178a","6","8",0.495348837209302,0.516431924882629,"Social"
"122","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","1",0.899038461538462,0.403743315508021,"Nonsocial"
"123","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","2",0.874418604651163,0.601063829787234,"Social"
"124","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","3",0.789976133651551,0.664652567975831,"Nonsocial"
"125","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","4",0.685446009389671,0.200913242009132,"Social"
"126","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","5",0.834123222748815,0.625,"Nonsocial"
"127","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","6",0.758782201405152,0.373456790123457,"Social"
"128","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","7",0.83732057416268,0.38,"Nonsocial"
"129","8ee50ba6-7b98-42f8-8810-5931cab933c6","12","8",0.87906976744186,0.563492063492063,"Social"
"130","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","1",0.889423076923077,0.389189189189189,"Nonsocial"
"131","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","2",0.953488372093023,0.553658536585366,"Social"
"132","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","3",0.897374701670644,0.593085106382979,"Nonsocial"
"133","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","4",0.926447574334898,0.452702702702703,"Social"
"134","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","5",0.791469194312796,0.401197604790419,"Nonsocial"
"135","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","6",0.864168618266979,0.552845528455285,"Social"
"136","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","7",0.925837320574163,0.741602067183463,"Nonsocial"
"137","91376d6c-bf00-4480-ae05-8e1b8018bc79","6","8",0.941860465116279,0.380246913580247,"Social"
"138","946c2360-cad0-45b6-9157-c238ef148691","12","1",0.610576923076923,0.216535433070866,"Nonsocial"
"139","946c2360-cad0-45b6-9157-c238ef148691","12","2",0.751162790697674,0.681114551083591,"Social"
"140","946c2360-cad0-45b6-9157-c238ef148691","12","3",0.713603818615752,0.555183946488294,"Nonsocial"
"141","946c2360-cad0-45b6-9157-c238ef148691","12","4",0.751173708920188,0.33125,"Social"
"142","946c2360-cad0-45b6-9157-c238ef148691","12","5",0.516587677725118,0.311926605504587,"Nonsocial"
"143","95a35449-b581-4be3-a5f7-4b193925b0ca","12","1",0.872596153846154,0.297520661157025,"Nonsocial"
"144","95a35449-b581-4be3-a5f7-4b193925b0ca","12","2",0.97906976744186,0.726840855106888,"Social"
"145","95a35449-b581-4be3-a5f7-4b193925b0ca","12","3",0.856801909307876,0.554317548746518,"Nonsocial"
"146","95a35449-b581-4be3-a5f7-4b193925b0ca","12","4",0.796557120500782,0.394891944990177,"Social"
"147","95a35449-b581-4be3-a5f7-4b193925b0ca","12","5",0.890995260663507,0.430851063829787,"Nonsocial"
"148","95a35449-b581-4be3-a5f7-4b193925b0ca","12","6",0.871194379391101,0.669354838709677,"Social"
"149","95a35449-b581-4be3-a5f7-4b193925b0ca","12","7",0.667464114832536,0.458781362007168,"Nonsocial"
"150","95a35449-b581-4be3-a5f7-4b193925b0ca","12","8",0.658139534883721,0.583038869257951,"Social"
"151","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","1",0.754807692307692,0.503184713375796,"Nonsocial"
"152","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","2",0.848837209302326,0.547945205479452,"Social"
"153","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","3",0.801909307875895,0.571428571428571,"Nonsocial"
"154","9f5ffe6b-1fa7-48a0-9a78-0c418c6d9895","6","4",0.594679186228482,0.755263157894737,"Social"
"155","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","1",0.637019230769231,0.475471698113208,"Nonsocial"
"156","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","2",0.834883720930233,0.401114206128134,"Social"
"157","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","3",0.840095465393795,0.508522727272727,"Nonsocial"
"158","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","4",0.899843505477308,0.84,"Social"
"159","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","5",0.649289099526066,0.547445255474453,"Nonsocial"
"160","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","7",0.502392344497608,0.342857142857143,"Nonsocial"
"161","a5fae6ce-8417-4fd8-8e58-b0faaed2356e","6","8",0.83953488372093,0.941828254847645,"Social"
"162","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","1",0.557692307692308,0.387931034482759,"Nonsocial"
"163","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","2",0.776744186046512,0.350299401197605,"Social"
"164","ad8986ae-2592-4f48-89b4-3e3ee922860f","12","3",0.699284009546539,0.156996587030717,"Nonsocial"
"165","afe3b597-c84a-40d7-a709-64711604bb38","12","1",0.942307692307692,0.24234693877551,"Nonsocial"
"166","afe3b597-c84a-40d7-a709-64711604bb38","12","2",0.788372093023256,0.63716814159292,"Social"
"167","afe3b597-c84a-40d7-a709-64711604bb38","12","3",0.890214797136038,0.884718498659517,"Nonsocial"
"168","afe3b597-c84a-40d7-a709-64711604bb38","12","4",0.596244131455399,0.464566929133858,"Social"
"169","afe3b597-c84a-40d7-a709-64711604bb38","12","6",0.414519906323185,0.559322033898305,"Social"
"170","afe3b597-c84a-40d7-a709-64711604bb38","12","7",0.844497607655502,0.779036827195467,"Nonsocial"
"171","afe3b597-c84a-40d7-a709-64711604bb38","12","8",0.565116279069767,0.292181069958848,"Social"
"172","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","1",0.762019230769231,0.905362776025237,"Nonsocial"
"173","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","2",0.786046511627907,0.556213017751479,"Social"
"174","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","3",0.906921241050119,0.528947368421053,"Nonsocial"
"175","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","4",0.884194053208138,0.71858407079646,"Social"
"176","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","5",0.881516587677725,0.71505376344086,"Nonsocial"
"177","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","6",0.770491803278688,0.209726443768997,"Social"
"178","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","7",0.882775119617225,0.336043360433604,"Nonsocial"
"179","bc7c22c3-c29a-44f0-a262-0e3ad8508c8c","6","8",0.783720930232558,0.694362017804154,"Social"
"180","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","1",0.978365384615385,0.651105651105651,"Nonsocial"
"181","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","2",0.883720930232558,0.644736842105263,"Social"
"182","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","3",0.823389021479714,0.504347826086956,"Nonsocial"
"183","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","4",0.890453834115806,0.413005272407733,"Social"
"184","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","5",0.663507109004739,0.721428571428571,"Nonsocial"
"185","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","6",0.779859484777518,0.477477477477477,"Social"
"186","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","7",0.811004784688995,0.377581120943953,"Nonsocial"
"187","c053c0b9-6594-4a4e-9ddf-8c546bc2865a","6","8",0.811627906976744,0.318051575931232,"Social"
"188","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","1",0.588942307692308,0.702040816326531,"Nonsocial"
"189","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","2",0.872093023255814,0.341333333333333,"Social"
"190","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","3",0.479713603818616,0.298507462686567,"Nonsocial"
"191","c26eeff1-cf6b-4e88-b21f-10386bc08b06","6","4",0.463223787167449,0.489864864864865,"Social"
"192","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","1",0.932692307692308,0.744845360824742,"Nonsocial"
"193","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","2",0.804651162790698,0.534682080924855,"Social"
"194","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","3",0.751789976133652,0.79047619047619,"Nonsocial"
"195","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","4",0.852895148669797,0.669724770642202,"Social"
"196","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","5",0.777251184834123,0.439024390243902,"Nonsocial"
"197","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","6",0.800936768149883,0.359649122807018,"Social"
"198","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","7",0.576555023923445,0.655601659751037,"Nonsocial"
"199","c4cca634-6ed3-4194-a6ac-01ee45a90f8d","12","8",0.802325581395349,0.67536231884058,"Social"
"200","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","1",0.850961538461538,0.813559322033898,"Nonsocial"
"201","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","2",0.911627906976744,0.405612244897959,"Social"
"202","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","3",0.837708830548926,0.512820512820513,"Nonsocial"
"203","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","4",0.92018779342723,0.377551020408163,"Social"
"204","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","5",0.672985781990521,0.507042253521127,"Nonsocial"
"205","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","6",0.90632318501171,0.609819121447028,"Social"
"206","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","7",0.710526315789474,0.713804713804714,"Nonsocial"
"207","c7bac301-6eb8-4f06-b26a-019c0a7d626c","12","8",0.9,0.377260981912145,"Social"
"208","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","1",0.802884615384615,0.374251497005988,"Nonsocial"
"209","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","2",0.858139534883721,0.422764227642276,"Social"
"210","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","3",0.873508353221957,0.327868852459016,"Nonsocial"
"211","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","4",0.71830985915493,0.583877995642701,"Social"
"212","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","5",0.971563981042654,0.834146341463415,"Nonsocial"
"213","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","6",0.782201405152225,0.224550898203593,"Social"
"214","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","7",0.892344497607656,0.522788203753351,"Nonsocial"
"215","ceac9e49-7f0e-41c6-9e89-81d8fa286499","6","8",0.690697674418605,0.245791245791246,"Social"
"216","db21e9a1-478a-4b07-a79d-9c586c711f40","6","1",0.766826923076923,0.175548589341693,"Nonsocial"
"217","db21e9a1-478a-4b07-a79d-9c586c711f40","6","2",0.955813953488372,0.632603406326034,"Social"
"218","db21e9a1-478a-4b07-a79d-9c586c711f40","6","3",0.81145584725537,0.402941176470588,"Nonsocial"
"219","db21e9a1-478a-4b07-a79d-9c586c711f40","6","4",0.68075117370892,0.406896551724138,"Social"
"220","db21e9a1-478a-4b07-a79d-9c586c711f40","6","5",0.862559241706161,0.32967032967033,"Nonsocial"
"221","db21e9a1-478a-4b07-a79d-9c586c711f40","6","6",0.468384074941452,0.43,"Social"
"222","db21e9a1-478a-4b07-a79d-9c586c711f40","6","8",0.47906976744186,0.300970873786408,"Social"
"223","e1de4a92-a702-4f77-92cb-437799e28dae","6","1",0.798076923076923,0.36144578313253,"Nonsocial"
"224","e1de4a92-a702-4f77-92cb-437799e28dae","6","2",0.725581395348837,0.621794871794872,"Social"
"225","e1de4a92-a702-4f77-92cb-437799e28dae","6","3",0.761336515513127,0.476489028213166,"Nonsocial"
"226","e1de4a92-a702-4f77-92cb-437799e28dae","6","4",0.663536776212833,0.584905660377358,"Social"
"227","e1de4a92-a702-4f77-92cb-437799e28dae","6","5",0.630331753554502,0.511278195488722,"Nonsocial"
"228","e1de4a92-a702-4f77-92cb-437799e28dae","6","6",0.562060889929742,0.445833333333333,"Social"
"229","e1de4a92-a702-4f77-92cb-437799e28dae","6","7",0.564593301435407,0.190677966101695,"Nonsocial"
"230","e1de4a92-a702-4f77-92cb-437799e28dae","6","8",0.676744186046512,0.604810996563574,"Social"
"231","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","1",0.507211538461538,0.71563981042654,"Nonsocial"
"232","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","2",0.632558139534884,0.334558823529412,"Social"
"233","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","3",0.713603818615752,0.438127090301003,"Nonsocial"
"234","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","4",0.456964006259781,0.482876712328767,"Social"
"235","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","5",0.388625592417062,0.597560975609756,"Nonsocial"
"236","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","6",0.571428571428571,0.0163934426229508,"Social"
"237","e840a295-de8b-4a29-9bbb-b6a0740d8112","6","8",0.597674418604651,0.875486381322957,"Social"
"238","f22b3366-1a35-4b22-8bdf-d29879221af7","6","1",0.822115384615385,0.225146198830409,"Nonsocial"
"239","f22b3366-1a35-4b22-8bdf-d29879221af7","6","2",0.911627906976744,0.336734693877551,"Social"
"240","f22b3366-1a35-4b22-8bdf-d29879221af7","6","3",0.835322195704057,0.537142857142857,"Nonsocial"
"241","f22b3366-1a35-4b22-8bdf-d29879221af7","6","4",0.583724569640063,0.769436997319035,"Social"
"242","f53c1242-7c7e-441e-b24e-f1745def2023","12","1",0.610576923076923,0.834645669291339,"Nonsocial"
"243","f53c1242-7c7e-441e-b24e-f1745def2023","12","2",0.36046511627907,0.793548387096774,"Social"
